acceptability_1;confidence_1;distress_1;acceptability_2;confidence_2;distress_2;acceptability_3;confidence_3;distress_3;acceptability_4;confidence_4;distress_4;acceptability_5;confidence_5;distress_5;acceptability_6;confidence_6;distress_6;acceptability_7;confidence_7;distress_7;scenarios_order;condition;1_oxford_1;1_oxford_2;1_oxford_3;1_oxford_4;1_oxford_5;1_oxford_6;1_oxford_7;1_oxford_8;1_oxford_9;oxford_order;age;gender;country;covid;openness;conscientiousness;extraversion;agreeableness;neuroticism;timestamp
50;43;99;27;57;66;100;91;97;53;46;87;57;43;91;100;28;99;-999;-999;-999;631524;2;2;2;2;2;2;5;5;4;5;534276981;30;1;11;23;;;;;;11/05/2020 14:25
0;100;99;100;99;100;100;100;73;100;100;79;0;99;51;-999;-999;-999;100;100;100;432157;3;1;7;7;7;7;7;1;7;7;397568142;57;2;11;2;;;;;;11/05/2020 14:25
0;0;100;100;100;56;53;69;56;100;100;100;86;86;55;53;45;100;-999;-999;-999;251346;4;7;4;6;7;4;1;1;1;1;175624893;35;1;11;-999;;;;;;11/05/2020 14:25
46;53;50;49;52;100;100;88;56;100;100;53;100;100;26;49;100;50;-999;-999;-999;621435;2;5;4;4;6;6;1;1;3;3;241897536;32;1;11;-999;;;;;;11/05/2020 14:25
31;63;100;31;31;81;26;94;76;50;100;100;30;75;100;-999;-999;-999;16;93;100;732514;1;4;5;6;3;3;2;2;2;3;286415793;22;1;11;-999;39;35;27;37;19;11/05/2020 14:25
84;29;75;35;84;32;23;61;71;32;62;19;86;38;78;28;77;30;-999;-999;-999;341526;4;2;5;2;3;4;5;3;4;5;648172395;18;1;11;-999;;;;;;11/05/2020 14:25
0;100;70;27;37;68;61;27;100;85;80;63;17;78;61;72;23;100;-999;-999;-999;624153;2;3;2;5;3;3;5;1;2;5;514392687;16;1;44;3;;;;;;11/05/2020 14:25
65;65;100;19;92;38;68;72;32;67;99;100;77;86;100;-999;-999;-999;0;100;100;452137;3;4;6;7;5;2;3;3;5;3;851743926;28;1;11;3;;;;;;11/05/2020 14:26
70;60;53;68;64;25;19;66;33;44;26;100;8;86;23;57;20;100;-999;-999;-999;132456;4;3;1;3;2;1;4;1;5;4;439187562;21;2;11;-999;;;;;;11/05/2020 14:26
0;100;100;100;100;54;100;100;100;100;100;100;0;100;48;0;100;100;-999;-999;-999;635412;2;1;4;1;1;4;1;5;1;1;759463182;41;1;11;-999;47;40;33;34;25;11/05/2020 14:26
68;67;94;90;92;61;1;98;65;8;89;75;33;100;1;-999;-999;-999;98;36;99;135427;3;5;3;3;1;2;3;2;5;5;739528146;39;2;11;-999;;;;;;11/05/2020 14:26
25;100;46;42;56;61;86;89;24;67;67;73;38;73;28;25;66;100;-999;-999;-999;634152;2;5;3;5;5;4;3;5;4;4;749186532;58;1;11;-999;;;;;;11/05/2020 14:27
11;83;78;83;85;87;55;28;80;85;86;90;17;86;60;89;90;94;-999;-999;-999;631245;2;2;2;5;6;2;2;2;2;2;694153872;51;1;11;-999;;;;;;11/05/2020 14:27
17;70;62;78;76;54;32;58;38;20;76;17;23;65;38;88;76;100;-999;-999;-999;623541;2;2;2;5;4;2;3;2;2;4;542637918;27;6;11;-999;;;;;;11/05/2020 14:28
66;33;79;0;46;12;50;77;80;17;44;97;82;47;29;42;0;83;-999;-999;-999;315246;4;4;7;7;3;4;1;2;5;3;683279145;22;1;11;-999;;;;;;11/05/2020 14:28
75;61;68;85;100;5;82;84;0;100;100;9;21;100;0;0;31;71;-999;-999;-999;652134;2;3;4;5;5;4;2;1;2;5;915248367;28;1;11;-999;;;;;;11/05/2020 14:29
75;29;100;79;39;100;100;100;72;22;1;100;0;63;100;100;100;100;-999;-999;-999;152436;4;2;3;7;2;5;3;2;2;5;983527146;30;1;11;-999;;;;;;11/05/2020 14:29
24;100;89;32;64;61;7;93;60;11;92;97;18;87;71;74;20;99;-999;-999;-999;615234;2;1;6;1;2;5;3;6;6;3;759821643;48;1;11;3;;;;;;11/05/2020 14:29
33;25;73;92;64;22;72;39;67;30;72;28;100;100;41;74;77;100;-999;-999;-999;541236;4;4;5;3;4;4;3;5;4;3;514872396;25;2;11;-999;36;24;20;30;19;11/05/2020 14:29
1;100;98;0;26;100;100;98;99;2;1;100;3;3;99;96;2;98;-999;-999;-999;623514;2;1;3;4;1;4;1;4;1;1;147892653;31;1;56;-999;;;;;;11/05/2020 14:30
28;87;99;0;100;61;100;100;0;81;81;99;1;100;27;-999;-999;-999;0;100;100;725431;1;4;4;2;5;3;1;1;1;1;249658317;45;1;11;-999;37;27;27;34;21;11/05/2020 14:30
0;93;93;76;100;78;82;83;78;2;100;6;3;100;66;81;84;100;-999;-999;-999;234156;4;1;1;2;6;1;3;7;2;1;421673895;30;2;89;-999;;;;;;11/05/2020 14:31
100;74;100;100;100;0;0;100;0;28;100;82;0;100;0;100;97;70;-999;-999;-999;614352;2;1;1;1;4;1;1;1;2;1;431865927;49;2;44;-999;;;;;;11/05/2020 14:31
27;30;81;84;69;75;34;28;94;47;8;97;15;66;100;-999;-999;-999;0;61;100;721435;1;2;4;7;1;1;4;4;1;4;789124635;22;1;11;-999;;;;;;11/05/2020 14:31
50;43;27;20;82;3;0;100;0;14;93;73;84;85;8;69;0;100;-999;-999;-999;123456;4;6;2;2;1;1;4;7;4;4;893752416;27;2;11;-999;;;;;;11/05/2020 14:32
0;100;100;0;100;69;35;72;100;100;100;100;0;100;0;-999;-999;-999;0;100;100;731254;1;4;4;3;3;4;4;5;3;4;192587643;23;1;11;2;;;;;;11/05/2020 14:32
0;100;100;0;100;100;100;100;100;100;100;100;0;100;100;100;100;100;-999;-999;-999;521346;4;3;6;7;5;5;1;7;6;6;972436581;44;1;140;3;;;;;;11/05/2020 14:32
59;44;100;0;64;100;100;71;100;75;59;100;38;61;100;56;0;100;-999;-999;-999;234516;4;6;2;5;7;6;2;4;3;3;756124389;21;1;56;3;;;;;;11/05/2020 14:33
100;100;100;100;100;0;0;100;0;99;100;99;99;99;0;100;100;100;-999;-999;-999;642351;2;1;1;1;5;1;4;1;4;7;428971356;44;1;11;3;41;39;33;34;20;11/05/2020 14:33
16;100;100;21;85;20;78;100;22;100;100;75;26;78;74;67;69;100;-999;-999;-999;134256;4;6;4;7;7;7;2;4;2;6;874531926;33;1;11;-999;;;;;;11/05/2020 14:33
3;68;100;0;98;0;100;100;0;100;100;100;4;100;100;-999;-999;-999;100;59;97;712435;1;3;6;6;5;3;4;4;5;1;648317925;44;1;11;-999;;;;;;11/05/2020 14:33
21;83;100;90;89;51;77;77;89;0;83;19;87;82;77;-999;-999;-999;0;77;100;743152;1;1;2;3;2;3;1;5;2;4;357149268;32;1;11;-999;;;;;;11/05/2020 14:34
38;52;88;86;71;71;76;60;61;95;60;87;80;61;56;70;49;92;-999;-999;-999;615243;2;6;2;6;4;2;2;2;2;4;193748265;30;1;11;-999;33;30;24;32;30;11/05/2020 14:34
0;100;100;0;100;100;100;100;100;0;100;100;100;100;100;100;100;98;-999;-999;-999;542316;4;7;4;7;7;5;5;4;1;6;276841539;22;2;11;2;;;;;;11/05/2020 14:34
69;63;89;27;64;75;83;72;56;66;66;100;27;66;63;-999;-999;-999;0;100;100;531247;3;5;2;3;2;2;7;4;5;5;523916748;23;1;11;-999;44;31;18;31;29;11/05/2020 14:34
98;98;100;5;100;5;98;100;25;100;93;100;0;100;0;100;100;2;-999;-999;-999;521436;4;3;1;7;1;1;2;7;6;7;314289576;39;2;11;-999;;;;;;11/05/2020 14:34
27;25;100;46;0;100;51;5;100;25;34;100;30;59;100;-999;-999;-999;0;100;100;341257;3;5;1;4;3;4;3;4;1;3;461279385;37;1;11;-999;;;;;;11/05/2020 14:35
61;45;100;100;100;73;77;38;55;46;25;100;36;54;70;-999;-999;-999;0;100;100;743521;1;3;1;3;5;6;2;1;1;3;463791528;33;1;11;-999;;;;;;11/05/2020 14:35
0;100;100;19;74;0;75;74;28;100;100;100;78;23;77;75;71;100;-999;-999;-999;634152;2;3;7;7;7;7;5;7;5;5;296875134;30;1;11;-999;22;37;33;37;35;11/05/2020 14:35
59;100;100;70;100;100;75;100;100;63;100;100;84;100;100;71;100;100;-999;-999;-999;645231;2;6;5;6;6;3;5;2;5;5;823471956;31;2;11;-999;;;;;;11/05/2020 14:35
0;100;66;9;100;30;77;74;44;0;30;100;1;32;94;76;80;100;-999;-999;-999;251346;4;3;6;7;2;5;3;5;6;1;149583762;26;1;11;2;;;;;;11/05/2020 14:36
0;100;68;34;100;100;100;74;30;70;100;28;0;73;25;100;100;68;-999;-999;-999;641523;2;4;7;7;2;4;6;6;4;7;932685714;22;2;11;-999;;;;;;11/05/2020 14:36
0;59;100;100;89;16;74;75;100;100;55;100;100;79;100;88;78;100;-999;-999;-999;143256;4;1;1;7;3;6;1;7;1;1;468715293;31;1;11;3;;;;;;11/05/2020 14:37
73;47;100;13;71;26;100;100;48;20;74;66;20;76;74;70;72;100;-999;-999;-999;632154;2;6;5;7;7;7;5;5;6;5;714682593;32;4;44;3;;;;;;11/05/2020 14:37
0;78;100;81;77;74;16;91;61;65;66;100;0;100;0;100;100;100;-999;-999;-999;213546;4;4;5;1;5;5;5;1;5;2;954673182;54;1;11;-999;;;;;;11/05/2020 14:38
38;16;100;72;71;100;75;74;78;100;100;100;22;64;100;73;36;79;-999;-999;-999;623415;2;7;4;5;5;5;4;2;2;2;738941562;43;1;11;3;;;;;;11/05/2020 14:38
74;28;100;100;76;27;72;24;100;74;25;100;100;100;24;-999;-999;-999;0;23;100;742135;1;2;4;7;6;4;1;1;1;1;471362598;24;6;11;3;;;;;;11/05/2020 14:38
0;100;100;21;100;71;100;100;35;70;100;100;100;100;100;-999;-999;-999;0;100;100;753124;1;1;1;3;3;1;1;1;1;1;265719483;48;1;11;3;45;35;26;34;30;11/05/2020 14:38
27;67;83;73;67;35;31;64;66;84;78;87;23;66;63;83;46;88;-999;-999;-999;645321;2;3;3;3;2;3;2;3;2;3;743152968;51;2;11;-999;;;;;;11/05/2020 14:38
0;100;100;1;100;0;100;98;99;100;100;99;99;99;0;-999;-999;-999;0;99;100;713452;1;1;1;1;1;4;1;7;4;4;896743215;57;2;11;-999;;;;;;11/05/2020 14:38
49;47;100;76;61;42;38;37;83;45;42;100;14;30;88;100;100;100;-999;-999;-999;452316;4;5;6;6;3;6;2;2;3;3;462793581;22;1;11;3;45;23;27;41;29;11/05/2020 14:39
32;68;100;0;73;100;66;100;100;100;100;100;0;100;74;-999;-999;-999;0;100;100;734125;1;4;4;5;5;5;4;5;1;5;267415983;30;1;11;-999;;;;;;11/05/2020 14:39
94;74;97;86;69;46;97;66;95;100;44;83;42;17;100;100;55;100;-999;-999;-999;645231;2;7;5;3;6;7;5;3;5;6;856192347;29;1;11;-999;;;;;;11/05/2020 14:39
72;73;99;0;98;0;0;100;30;20;21;100;100;100;99;-999;-999;-999;0;100;99;732145;1;7;6;4;1;4;1;1;6;4;248367951;28;2;11;2;;;;;;11/05/2020 14:40
94;71;61;83;75;34;30;71;18;92;71;19;88;83;12;-999;-999;-999;20;68;83;741352;1;1;2;3;1;1;5;6;5;3;928346751;31;2;11;3;43;28;21;25;11;11/05/2020 14:40
0;100;100;66;38;100;56;68;75;0;100;0;0;100;0;100;0;100;-999;-999;-999;431526;4;1;1;3;4;5;5;7;5;6;186392547;53;2;11;1;;;;;;11/05/2020 14:40
50;24;32;24;26;81;61;83;74;99;100;15;83;40;100;-999;-999;-999;0;100;78;715243;1;6;5;5;6;4;1;6;1;1;264519378;32;2;11;-999;;;;;;11/05/2020 14:40
80;57;100;78;59;100;67;61;100;89;87;88;71;36;100;-999;-999;-999;100;100;100;734251;1;6;2;2;1;2;2;5;3;3;517462389;22;1;11;-999;;;;;;11/05/2020 14:40
17;75;24;26;53;49;0;100;37;69;48;21;0;87;6;100;100;0;-999;-999;-999;415326;4;6;1;6;4;7;4;2;7;5;759843162;22;2;11;-999;;;;;;11/05/2020 14:40
0;100;0;100;100;0;0;100;0;100;100;100;0;0;0;-999;-999;-999;0;100;100;352147;3;1;1;7;1;1;1;1;1;1;593268147;38;2;11;23;;;;;;11/05/2020 14:41
0;96;99;2;0;98;100;100;99;100;100;100;2;95;100;-999;-999;-999;0;0;99;125347;3;1;1;4;5;6;2;4;1;5;753948612;35;1;11;-999;32;20;33;37;23;11/05/2020 14:41
19;72;73;13;85;41;93;91;91;54;56;54;6;84;83;-999;-999;-999;0;100;100;712453;1;2;4;7;5;4;1;5;3;3;637952148;36;2;11;-999;;;;;;11/05/2020 14:41
100;58;78;0;100;0;28;9;51;0;24;98;100;100;0;100;100;79;-999;-999;-999;135246;4;7;2;6;7;3;7;4;4;7;619748523;55;2;11;-999;;;;;;11/05/2020 14:41
100;75;100;72;28;84;100;100;48;100;100;100;100;69;100;100;100;100;-999;-999;-999;325416;4;2;1;2;4;4;7;5;1;7;769153428;30;1;11;-999;;;;;;11/05/2020 14:41
31;50;61;0;73;0;100;100;0;0;70;76;100;62;82;-999;-999;-999;62;33;100;741532;1;4;4;6;7;4;5;5;6;5;529864713;28;1;11;-999;;;;;;11/05/2020 14:42
100;100;63;12;100;92;79;100;100;100;100;0;0;66;100;-999;-999;-999;100;89;100;312547;3;6;6;7;7;6;7;4;3;7;139246587;26;1;11;3;39;31;27;29;21;11/05/2020 14:42
0;79;74;100;100;0;0;100;0;0;100;50;100;100;0;-999;-999;-999;0;100;0;742351;1;3;5;6;1;1;1;1;1;1;278145396;37;2;11;-999;;;;;;11/05/2020 14:42
100;100;100;4;100;3;10;100;0;12;100;100;94;96;1;-999;-999;-999;0;100;100;435127;3;4;4;6;1;4;1;1;1;1;435781629;61;1;11;-999;;;;;;11/05/2020 14:42
0;100;100;77;76;100;99;100;0;98;100;100;78;76;78;80;78;97;-999;-999;-999;634521;2;6;5;7;6;6;4;2;4;4;475693812;36;1;11;3;39;45;34;36;11;11/05/2020 14:43
75;100;25;99;100;31;0;97;47;48;46;97;22;96;0;-999;-999;-999;0;100;98;154327;3;1;1;7;4;5;1;2;1;4;735462189;44;2;11;-999;23;37;17;33;14;11/05/2020 14:43
81;82;100;70;29;75;65;70;100;100;79;100;14;73;77;-999;-999;-999;0;57;100;321547;3;3;5;5;5;5;3;6;3;4;839416572;32;2;11;-999;42;24;22;28;26;11/05/2020 14:43
14;75;100;96;72;28;69;56;54;28;64;40;37;36;90;-999;-999;-999;30;57;94;743215;1;2;3;6;5;7;2;4;5;3;546137829;42;1;140;2;48;25;28;43;16;11/05/2020 14:43
30;35;100;24;35;100;80;78;100;100;100;80;30;32;100;26;28;100;-999;-999;-999;435216;4;4;4;4;4;4;4;5;4;4;785496321;28;1;11;2;;;;;;11/05/2020 14:44
0;34;100;21;79;100;100;100;25;100;100;100;43;81;100;100;100;100;-999;-999;-999;653421;2;4;6;5;7;5;6;2;1;1;961735482;23;1;11;-999;;;;;;11/05/2020 14:44
79;100;100;100;100;29;32;100;78;100;100;100;100;100;60;-999;-999;-999;0;100;100;725143;1;1;1;2;1;1;1;4;1;1;745639182;41;1;11;-999;;;;;;11/05/2020 14:44
0;67;100;19;58;28;60;28;69;67;56;100;100;72;32;100;42;100;-999;-999;-999;152436;4;5;7;6;3;3;3;5;2;4;875192634;32;2;11;-999;;;;;;11/05/2020 14:44
0;100;100;100;100;100;100;100;100;100;100;100;0;100;0;100;100;100;-999;-999;-999;654213;2;7;7;7;7;7;7;7;7;7;465781239;35;1;11;-999;;;;;;11/05/2020 14:44
56;25;100;100;85;100;100;85;67;100;100;100;100;100;77;100;73;100;-999;-999;-999;213546;4;5;3;7;7;4;4;5;1;5;617359842;28;1;11;2;;;;;;11/05/2020 14:45
68;61;89;59;60;58;63;70;75;69;71;42;40;62;86;49;43;100;-999;-999;-999;642351;2;6;4;5;3;4;3;2;2;4;458731269;22;1;11;-999;31;22;31;36;37;11/05/2020 14:45
14;88;55;92;90;26;27;62;79;17;16;81;87;87;66;-999;-999;-999;48;32;100;753241;1;2;1;3;4;6;1;2;1;2;597421386;36;1;11;-999;;;;;;11/05/2020 14:45
18;80;100;99;99;99;99;46;100;100;69;100;100;58;97;-999;-999;-999;0;100;99;732145;1;4;4;5;6;5;1;2;3;3;371865249;29;2;11;-999;;;;;;11/05/2020 14:45
18;73;100;63;38;90;100;74;76;92;100;100;100;100;68;95;65;100;-999;-999;-999;312546;4;2;7;7;7;7;3;2;1;1;681479235;21;2;56;2;;;;;;11/05/2020 14:45
100;68;100;86;30;99;68;90;100;100;69;100;100;100;100;-999;-999;-999;0;25;100;451327;3;6;6;6;7;6;2;1;2;2;746851932;21;1;11;-999;;;;;;11/05/2020 14:46
0;100;100;22;100;100;24;100;100;100;90;100;0;100;100;0;100;100;-999;-999;-999;412536;4;1;4;6;3;1;1;1;1;1;512978634;40;1;11;-999;39;35;34;38;28;11/05/2020 14:46
26;0;100;0;19;100;51;0;100;100;0;100;73;27;100;77;26;100;-999;-999;-999;653421;2;2;5;6;2;7;2;5;3;4;576219483;37;2;11;-999;;;;;;11/05/2020 14:46
0;86;74;90;61;63;85;83;81;98;79;100;0;51;51;99;52;100;-999;-999;-999;453126;4;1;2;2;4;4;6;2;2;1;279314685;49;6;11;-999;;;;;;11/05/2020 14:46
73;73;99;0;76;21;100;73;74;76;48;99;0;50;50;100;48;100;-999;-999;-999;635124;2;3;4;4;3;5;5;5;3;5;624735189;34;1;11;-999;;;;;;11/05/2020 14:46
21;35;100;29;22;60;38;28;97;100;100;97;76;33;100;96;2;100;-999;-999;-999;412536;4;6;1;3;3;5;2;7;1;4;257134896;28;1;11;2;;;;;;11/05/2020 14:46
0;100;100;0;100;0;0;100;0;100;100;100;0;100;100;100;100;100;-999;-999;-999;145236;4;7;7;4;1;7;1;1;1;1;927561834;37;2;11;-999;;;;;;11/05/2020 14:47
93;95;4;100;100;8;0;100;20;0;100;9;91;97;22;-999;-999;-999;0;92;16;754213;1;1;1;6;3;4;1;1;1;6;159483762;41;1;11;-999;;;;;;11/05/2020 14:47
0;100;100;100;100;100;100;100;100;100;100;100;0;100;100;100;48;100;-999;-999;-999;651423;2;6;7;4;7;7;4;7;7;4;261743589;26;1;89;23;;;;;;11/05/2020 14:47
44;57;76;87;84;61;36;62;71;40;44;73;37;44;47;-999;-999;-999;3;86;67;724315;1;1;1;4;2;2;2;2;4;2;913652874;65;2;11;-999;;;;;;11/05/2020 14:47
54;47;97;47;47;91;70;71;72;53;53;93;47;47;92;-999;-999;-999;49;49;93;754321;1;4;4;7;4;4;4;1;1;4;365728149;74;1;11;-999;;;;;;11/05/2020 14:48
32;87;100;89;68;33;32;74;77;100;100;61;25;74;25;-999;-999;-999;25;72;69;413257;3;1;4;6;6;4;2;2;1;3;758349261;41;2;11;3;;;;;;11/05/2020 14:48
14;72;100;87;84;51;17;50;100;39;35;100;0;98;9;87;73;100;-999;-999;-999;643512;2;2;3;2;1;3;5;6;6;3;357194826;23;1;11;-999;;;;;;11/05/2020 14:48
0;100;0;100;100;0;0;100;0;0;100;100;100;100;0;100;100;100;-999;-999;-999;154236;4;4;1;7;1;4;1;7;4;7;328167459;24;2;11;-999;;;;;;11/05/2020 14:48
56;56;100;0;100;0;95;75;76;24;74;100;0;61;89;78;66;100;-999;-999;-999;651243;2;1;5;7;6;6;1;1;1;1;936178245;55;1;11;-999;;;;;;11/05/2020 14:48
76;72;100;12;79;15;100;100;40;100;100;100;82;62;65;80;72;100;-999;-999;-999;541326;4;7;6;7;6;7;5;5;6;6;923748615;49;2;11;-999;31;38;29;41;17;11/05/2020 14:49
36;35;72;78;83;73;8;79;13;88;89;24;20;72;23;-999;-999;-999;64;64;100;715243;1;1;4;6;5;5;5;2;2;6;218753946;25;2;11;-999;;;;;;11/05/2020 14:49
19;38;100;28;27;100;100;100;20;47;76;100;0;99;100;19;21;80;-999;-999;-999;645321;2;1;3;5;3;2;1;1;1;1;321894567;20;2;56;-999;;;;;;11/05/2020 14:49
0;100;100;74;75;36;69;100;71;100;100;100;100;29;100;74;9;100;-999;-999;-999;145326;4;5;4;7;3;5;1;1;1;1;274315896;57;1;11;-999;;;;;;11/05/2020 14:49
100;100;80;100;98;1;88;81;81;48;100;100;19;100;0;87;78;87;-999;-999;-999;453216;4;4;1;2;1;4;2;2;2;4;389647215;52;2;11;-999;;;;;;11/05/2020 14:49
0;86;100;100;100;39;90;80;24;100;100;81;100;100;100;82;59;100;-999;-999;-999;631542;2;5;5;4;7;7;2;1;2;3;284397561;22;1;11;3;;;;;;11/05/2020 14:49
63;58;100;100;100;100;100;100;100;63;64;100;38;44;100;-999;-999;-999;60;41;100;735214;1;1;4;5;6;6;1;1;1;2;987145263;27;1;11;-999;;;;;;11/05/2020 14:49
100;100;0;0;100;0;100;100;0;100;100;0;0;100;0;-999;-999;-999;0;100;0;253417;3;7;4;5;7;7;5;7;7;5;476185932;40;2;11;-999;;;;;;11/05/2020 14:49
33;75;91;81;91;91;38;60;76;59;75;82;21;58;84;-999;-999;-999;1;100;64;243157;3;3;3;3;3;4;1;2;1;1;856914237;65;2;11;-999;;;;;;11/05/2020 14:49
0;69;100;82;100;31;72;100;100;20;100;63;57;31;100;88;89;100;-999;-999;-999;631452;2;5;3;6;6;4;3;3;3;3;735128649;29;1;11;2;;;;;;11/05/2020 14:50
100;100;100;66;77;100;62;24;100;100;100;100;71;61;100;81;58;100;-999;-999;-999;214356;4;2;5;2;4;3;2;6;1;2;275163948;19;1;11;-999;47;34;29;35;24;11/05/2020 14:50
31;32;94;37;42;100;76;33;80;74;36;100;70;30;100;-999;-999;-999;50;3;100;253417;3;6;5;7;3;6;3;2;2;4;985467213;31;1;11;-999;;;;;;11/05/2020 14:50
56;84;95;72;75;28;44;91;30;65;85;41;98;100;0;-999;-999;-999;54;54;100;714253;1;3;5;3;2;7;5;2;6;5;927465183;43;1;11;3;40;34;31;35;13;11/05/2020 14:50
0;100;70;45;59;39;88;100;41;34;100;67;0;100;0;-999;-999;-999;51;22;100;745132;1;4;4;7;2;1;1;4;1;1;146397582;23;2;11;3;;;;;;11/05/2020 14:50
100;100;100;23;100;73;100;100;75;100;100;82;100;100;100;100;100;64;-999;-999;-999;541326;4;7;7;7;5;7;7;1;7;7;572496813;18;1;11;-999;;;;;;11/05/2020 14:51
29;73;95;29;72;76;66;66;89;83;62;67;36;32;100;-999;-999;-999;28;36;100;421357;3;4;5;6;5;6;2;5;2;6;192387546;35;2;56;3;;;;;;11/05/2020 14:51
82;80;83;30;69;100;67;99;13;17;93;79;25;97;100;-999;-999;-999;100;36;100;713452;1;1;1;7;4;4;7;4;1;7;729548316;21;2;56;-999;;;;;;11/05/2020 14:51
72;69;100;0;100;23;0;73;100;81;75;65;0;100;0;-999;-999;-999;70;100;100;731245;1;5;7;3;4;2;7;6;6;7;451623978;22;2;11;-999;;;;;;11/05/2020 14:51
0;100;100;75;64;100;100;83;100;66;36;100;99;75;100;-999;-999;-999;0;100;100;342157;3;4;3;7;5;5;1;1;4;5;519426738;24;1;11;3;38;28;20;35;29;11/05/2020 14:51
0;99;100;0;100;100;100;67;99;99;99;99;0;99;0;-999;-999;-999;0;100;0;351247;3;4;1;7;1;7;1;3;4;1;786534192;65;2;11;-999;;;;;;11/05/2020 14:51
100;78;100;71;100;100;75;69;100;80;66;100;18;100;100;-999;-999;-999;0;100;100;213547;3;5;7;4;4;5;6;6;3;5;627593418;21;2;11;-999;;;;;;11/05/2020 14:51
20;63;31;0;67;82;100;67;21;62;85;54;100;34;23;-999;-999;-999;100;100;100;732514;1;4;7;7;1;7;1;4;7;7;613927845;38;2;11;-999;;;;;;11/05/2020 14:52
82;38;100;0;100;100;100;100;100;100;100;100;1;100;100;100;100;100;-999;-999;-999;143526;4;7;5;6;7;7;3;3;3;1;179452863;23;1;11;3;;;;;;11/05/2020 14:53
0;100;0;1;100;0;0;100;1;0;99;0;100;100;0;-999;-999;-999;0;100;100;145327;3;7;7;1;4;6;1;4;1;4;791286345;50;2;11;3;34;37;25;38;18;11/05/2020 14:53
100;100;100;100;100;100;100;100;100;0;0;100;0;100;100;-999;-999;-999;1;100;100;754123;1;2;2;3;2;2;1;1;1;2;426583179;70;1;11;-999;;;;;;11/05/2020 14:53
75;75;100;32;76;56;100;100;100;74;61;100;72;67;69;-999;-999;-999;100;100;75;731524;1;3;4;5;6;3;6;4;6;6;178623495;19;2;11;-999;;;;;;11/05/2020 14:55
0;100;0;100;99;1;0;100;67;0;100;66;1;100;71;100;100;100;-999;-999;-999;435126;4;1;1;1;1;4;1;1;1;1;954186372;35;2;11;-999;;;;;;11/05/2020 14:55
7;83;100;38;26;100;55;49;100;49;26;100;48;33;100;-999;-999;-999;50;29;100;725341;1;6;5;6;6;7;4;4;4;4;489253617;18;1;11;-999;33;35;27;37;37;11/05/2020 14:55
0;100;0;0;100;0;100;100;0;100;100;0;0;100;0;100;100;0;-999;-999;-999;342156;4;1;1;4;4;1;7;1;4;7;743589216;34;2;11;-999;;;;;;11/05/2020 14:55
71;49;92;22;36;81;100;100;20;12;77;32;20;21;100;-999;-999;-999;0;94;24;523417;3;4;1;3;1;4;5;5;5;4;854216397;26;1;11;3;38;37;33;41;18;11/05/2020 14:55
21;76;100;80;100;58;100;100;0;0;100;0;100;100;100;100;100;72;-999;-999;-999;215346;4;6;1;6;7;4;4;1;4;5;894671235;20;1;11;3;;;;;;11/05/2020 14:55
0;100;100;0;100;0;100;99;98;100;100;100;0;100;100;99;99;1;-999;-999;-999;642351;2;5;2;5;1;1;7;7;7;7;912675384;46;2;11;-999;;;;;;11/05/2020 14:55
1;100;100;0;100;0;0;100;0;28;82;76;0;100;0;100;53;100;-999;-999;-999;215346;4;7;1;1;5;1;1;5;5;1;691475238;51;2;11;3;;;;;;11/05/2020 14:55
20;59;81;87;87;30;74;76;40;59;58;76;81;84;60;85;83;86;-999;-999;-999;615432;2;6;4;6;6;6;4;2;3;4;317948625;64;2;11;-999;;;;;;11/05/2020 14:56
68;70;32;67;67;26;73;76;65;25;74;25;74;21;20;-999;-999;-999;20;66;66;315247;3;4;5;5;5;3;2;3;5;2;649781523;23;2;56;-999;;;;;;11/05/2020 14:56
12;91;100;15;75;75;69;70;100;37;17;100;75;98;100;23;0;100;-999;-999;-999;123546;4;2;2;7;2;2;2;1;3;1;719835264;33;1;11;-999;;;;;;11/05/2020 14:56
64;30;100;100;100;0;100;0;100;0;26;100;0;0;100;-999;-999;-999;0;100;100;752341;1;1;1;3;2;2;2;2;2;2;896374521;55;1;11;-999;;;;;;11/05/2020 14:56
3;100;73;31;33;100;100;100;28;77;66;100;100;100;67;-999;-999;-999;0;100;100;723145;1;1;3;6;2;5;1;1;1;1;871943526;42;1;11;-999;49;41;35;29;35;11/05/2020 14:57
52;55;75;52;50;54;35;42;74;46;57;49;64;51;88;-999;-999;-999;13;70;89;521437;3;6;5;6;6;4;1;3;1;1;413278965;28;1;11;-999;;;;;;11/05/2020 14:57
0;100;26;100;79;78;100;31;79;100;0;100;0;100;0;100;0;100;-999;-999;-999;513246;4;6;7;4;1;5;4;2;4;5;914237856;27;2;11;-999;;;;;;11/05/2020 14:57
1;40;100;100;100;1;81;100;71;100;62;100;100;78;100;80;76;100;-999;-999;-999;415326;4;4;4;7;7;7;1;3;1;2;945861273;59;1;11;-999;;;;;;11/05/2020 14:57
0;100;100;0;74;71;100;100;0;1;70;100;100;100;100;100;75;100;-999;-999;-999;641325;2;6;7;7;5;3;1;3;1;4;728695314;20;1;11;-999;;;;;;11/05/2020 14:57
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;0;-999;-999;-999;645123;2;1;1;7;1;1;1;1;1;1;842769351;40;2;11;3;;;;;;11/05/2020 14:57
